song_id,artist,title,lyrics,emotion
481,Pop Smoke,Dior,"
She  like the way that I dance

She like the way that I move

She like the way that I rock

She like the way that I woo

And  she let it clap for a nigga

(She let it clap for a nigga)

And she throw it back for a nigga

(Yeah, she throw it back for a nigga)

Mike Amiri, Mike Amiri

Billie Jean, Billie Jean (Uh)

Christian Dior, Dior

I'm up in all the stores

When it rains, it pours

She like the way I rrr

Mike Amiri, Mike Amiri

Billie Jean, Billie Jean (Uh)

Christian Dior, Dior

I'm up in all the stores

When it rains, it pours

She like the way I rrr


When I walk in the spot, thirty on me

Buy out the club, niggas know that I'm paid

Bitch, I'm a thot, get me lit

I can't fuck with these niggas 'cause niggas is gay

All on my page suckin' dick

All in my comments and screamin' my name

While I'm in the club, throwin' them hundreds and fifties and ones and ones

Pop Smoke, they know I'm wildin'

If I'm on the island, I'm snatchin' the cell

Brody got locked, denied his bail

Until he free, I'm raisin' hell

Tell my shooters call me FaceTime

For all the times we had to face time

Free D-Nice, he doin' state time

If you need the glizzy, you could take mine

Please don't come out your mouth, you know I'm like that

I'll make a movie like TNT

Glock-30 on me, ask who really want it

I bet I air it like BNB

Nappy Blue wildin' in my section

And I keep that .38 for the weapon

Remember when I came home from corrections

All the bad bitches in my direction",
482,Benee,Supalonely,"
I'm a sad girl, in this big world

It's a mad world (Ooh, ooh, ooh)

All of my friends know what's happened, you're a bad thing (Ah!)


I know I fucked up, I'm just a loser

Shouldn't be with ya, guess I'm a critter

While you're out there drinkin', I'm just here thinkin'

'Bout where I should've been

I've been lonely, mm, ah, yeah",
483,Luke Combs,Even Though I'm Leaving,"
Dad, we'll be late, and Uncle Sam don't like to wait

He's got a big old plane that's gonna take me far away

I know I act tough, but there's a churnin' in my gut

'Cause I just can't call you up when things get rough

Before I left, he hugged my neck and said


Just 'cause you're leavin'

It don't mean that I won't be right by your side

When you need me

And you can't see me in the middle of the night

Just close your eyes and say a prayer

It's okay, I know you're scared I might be here

But I'll always be right there

Even though you're leavin', I ain't goin' nowhere",
485,Doja Cat,Juicy,"
He like the Doja and the Cat, yeah

He like it thick, he like it fat, yeah

Like to keep him wanting more

He ask me, ""Doja, where you at, huh?""

And all them niggas wanna know

How long it take to pull my pants up, mmh, mmh, mmh

Broke a fingernail and then some, mmh

Tryna squeeze into my True Religion denim, mmh, mmh, mmh

Celibate, don't want a cellulite

I don't buy it, where the cellulite?

He said the body unbelievable

Can't trust a big butt and a gemini-i-i-i-i


I keep it juicy juicy, I eat that lunch (Yeah)

She keep that booty booty, she keep that plump (Yeah yeah)

That natural beauty beauty, yeah, yeah

If you could see it from the front, wait 'til you see it from the back, back, back, back, back

(Wait 'til you see it from the...)

Back, back, yeah, back, back, back

(Wait 'til you see it from the...)

Back, back, back, back, back

(Wait 'til you see it from the...)

If you could see it from the front, wait ’til you see it from the back",
487,Kane Brown,Homesick,"
I'm homesick

This feeling that I'm feeling

No, it don't quit

It's like half of me is missing

Heaven knows it that all I wanna do

Is be alone with your brown eyes all tangled up

Just holdin onto you tonight

Until the morning

Baby that's the damn truth

If home is where the heart is

Then I'm homesick for you


Well it says Kane Brown

On a sign with a line out the door

Sold out some little town

I've never been before

Yeah, they're screaming my name

This is what we dreamed about

But out here singing about you, baby, all I think about",
488,Rod Wave,Rags2Riches,"
When you got it out the mud, yeah

Ran it up, yeah

Really don't give no fuck, yeah

Don't give no fuck

When you turn nothing to something, yeah

Really hustlin', yeah

Young and gettin that money, yeah

We getting that money, yeah


Rags to riches (What else?)

Rags to riches, uh (What else?)

Rags to riches (What else?)

Rags to riches (What else?)

Rags to riches, uh (What else?)

Rags to riches (What else? Damn)

Rags to riches (What else?)

Rags to riches, uh (What else?)

Rags to riches (What else?)

To riches (What else? Damn)",
490,Juice Wrld,Wishing Well,"
Ring-ring, phone call from depression

You used my past and my memories as a weapon

On the other line, I talk to addiction, huh

Speaking of the devil, all the drugs, I miss them

This can't be real, is it fiction?

Somethin' feels broke, need to fix it

I cry out for help, do they listen?

I'ma be alone until it's finished


This is the part where I tell you I'm fine, but I'm lying

I just don't want you to worry

This is the part where I take all my feelings and hide 'em

'Cause I don't want nobody to hurt me",
491,Luke Combs,Does to Me,"
So say I'm a middle of the road

Not much to show

Underachieving, average Joe

But I'm a hell of a lover

A damn good brother

And I wear this heart on my sleeve

And that might not mean much to you

But it does to me


I was the one phone call when my brother went to jail

Pawned my guitar just to pay his bail

No, I'll never get it back

But I'm okay with that

I was the first man standing next to my best friend

The day the love of his life said ""I do"" to him

I was a couple beers deep

But I still remembered that speech

And that might not mean much to you

But it does to me",
493,Surf Mesa,ILY (I Love You Baby),"I love you, baby, and if it's quite all right
I need you, baby, to warm these lonely nights
I love you baby
Trust in me when I say
I love you, baby, and if it's quite all right
I need you, baby, to warm these lonely nights

I love you baby

Trust in me when I say

I love you, baby

I love you, baby

I love you, baby, and if it's quite all right

I need you, baby, to warm these lonely nights

I love you baby

Trust in me when I say

I love you, baby, and if it's quite all right

I need you, baby, to warm these lonely night

I love you baby

Trust in me when I say

I love you baby

I love you baby, and if it's quite all right

I need you, baby, to warm these lonely nights

I love you baby

Trust in me when I say

I love you baby

I love you, baby, and if it's quite all right

I need you, baby, to warm these lonely nights

I love you baby

Trust in me when I say

I love you, baby, and if it's quite all right

I need you, baby, to warm these lonely nights

I love you baby

Trust in me when I say",
494,Morgan Wallen,More Than My Hometown,"
I love you more than a California sunset

More than a beer when you ain't 21 yet

More than a Sunday morning Lord

Turning some poor lost souls around, and Hallelujah bound

I love you more than the feeling when the bass hits the hook

When a guy gets the girl at the end of the book

But baby this might be the last time I get to lay you down

'Cause I can't love you more than my hometown


I ain't the runaway kind, I can't change that

My heart is stuck in these streets like the train tracks

City sky ain't the same black

Ain't that a mad damn shame man, to think that",
495,Luke Combs,Lovin' on You,"
But I'm in love and lovin' on you

I feel that rush soon as you walk in a room

I can't get enough of you, honey

You're right on the money

I'm a junkie for your midnight moves

I'm in love and lovin' on you


I like a sunrise, duck blind

Birdie on a par 5

Miller Light before noon

I like a two-door old Ford

Wood board back porch

Three chords and the truth",
496,Moneybagg Yo,Said Sum,"
Hunnids and fifties, can't swap a dime for a penny

You know that's a stupid decision (Yup)

Head first wit it, I shot a shot at my nigga bitch, really didn't think before I did it (Nope)

Make it make sense (Please)

Luckily I was on point with the last hoe

Kept my receipts (Why?)

Warranty good, made sure I gotta full refund

When I gave her back to the streets (Go)

Forever I rep, put the set on the chain

I'm thuggin, you already know how I came

Yeah, he got money but niggas be lame

I Lambo'd her life, told her get out that Range

Her mani and pedi same color as my teeth (White)

She gotta blue check and a check without me (Nice)

Hood nigga ridin in a foreign on E (Still)

Sick of these niggas, Covid-19 (Ugh)

Kawhi the rocket tryna keep the cup

Came up like Giannis, I get bigger Bucks

Got 4 different choppas right there in this truck

I'm just being honest, I could get you touched

Put you in the blender I could get you slushed

I see the comments but really I'm bothered

I know it's hurtin' she salty I scarred her

Beware what you lay up and say to these bitches they can't hold water (Period)


Ah, I thought a broke nigga said somethin' (Ah)

Talkin shit but they still ain't sayin' nothin' (Ain't sayin' nothin')

We gon trap dis bitch out til the Feds come (Run it up, run it up)

Huh? (What she say?) Ah, I thought a pussy hoe said sum (Ah)

How it go when I'm talkin, you listen (Just listen)

Cut her off 'cause she spoke on the business (Go)",
498,NLE Choppa,Walk Em Down,"
Walk down on 'em in Balenciaga runners

My blood slime a nigga out just like an anaconda

You go against me, then you fucked just like a used condom (You fucked, yeah)

I roll 'em up and then I smoke 'em like some good ganja, ayy (I smoke 'em up, yeah)

Still doing drive-bys, but I wanna walk 'em (I wanna)

If I can't find 'em, you know I'm gonna stalk 'em (I gotta stalk 'em)

Caution tape up on the scene, I had to white chalk 'em (Grrt, grrt)

Running from my gun, but my bullets had to hawk 'em (Yeah)


Uh, posted (Posted), in front of the trap (Front the trap)

Selling dope 'til the sun come down (Come down)

Take a fuck nigga right off the map (Off the map)

When I hit him with this whole hundred rounds (A hundred rounds)

Yung Joc, in the club with my Glock (With my Glock)

You want to play, and then this bitch going down (It's goin' down)

We ain't hesitatin', bullets get to blazin' (Get to blazin')

I'ma lay him down like he in the lounge

Walk 'em down, walk 'em down

Walk 'em down, walk 'em down

Walk 'em down, walk 'em down

Walk 'em down, walk 'em down",
